-0.205817447	0.38954158	0.397151529
-0.203647203	0.056438609	0.055335046
-0.202233189	-0.165630039	-0.162269437
-0.201456077	-0.287261	-0.282278777
-0.200018197	-0.509790371	-0.506887696
-0.198953211	-0.675190048	-0.672659351
-0.198158201	-0.797742456	-0.797338314
-0.197580961	-0.885279889	-0.889329909
-0.197270713	-0.93503801	-0.93602615
-0.197118572	-0.959456346	-0.958907308
-0.19717376	-0.949781156	-0.951435909
-0.196856055	-1	        -1
-0.999721075	-0.655378945	-0.653980855
-0.999524187	-0.684404515	-0.686201261
-0.999370555	-0.708822852	-0.709549381
-0.999264653	-0.726330339	-0.724959141
-0.999263161	-0.724948169	-0.72682699
-0.999064781	-0.756277355	-0.757179547
-0.998456218	-0.851647086	-0.851038991
-0.998706803	-0.812485602	-0.812281111
-0.998445777	-0.853489979	-0.852439879
-0.998599409	-0.829071642	-0.829091758
-0.999118478	-0.748445059	-0.748307261
-1	        -0.612531675	-0.610086388
-0.934413881	1	        1
-0.934315437	0.98341396	0.985991128
-0.929157565	0.182216079	0.183282746
-0.926964947	-0.156876296	-0.159467663
-0.925112409	-0.442064041	-0.450385244
-0.924591849	-0.528219304	-0.526033154
-0.923046575	-0.767795439	-0.766985758
-0.922584186	-0.839207556	-0.839364931
-0.922127764	-0.91015895	-0.910343217
-0.922294821	-0.883436996	-0.885127247
-0.922934707	-0.782999309	-0.786598179
-0.923282244	-0.730016125	-0.731496615
0.99032265	0.536051601	0.529768854
0.989445603	0.671504262	0.667055802
0.990967012	0.433771021	0.431706748
0.993298346	0.071181755	0.069343918
0.994206716	-0.068417415	-0.07354658
